0.051269,0.1357,0.14116,0.15197,0.1686,0.16901,0.16993,0.18807,0.20064,0.21807,0.23055,0.25813,0.26857,0.28819,0.33195,0.33988,0.36582,0.41251,0.42,0.43261,0.44695,0.46279,0.49779,0.51298,0.52442,0.53599,0.55157,0.55667,0.62403,0.62976,0.6496,0.67426,0.70999,0.71671,0.74041,0.77046,0.77082,0.7724,0.77525,0.78489,0.79261,0.79408,0.82482,0.8489,0.88969,0.91879,0.93337,0.9462,0.99625,0.99805
0.94873,0.8643,0.85884,0.84803,0.8314,0.83099,0.83007,0.81193,0.79936,0.78193,0.76945,0.74187,0.73143,0.71181,0.66805,0.66012,0.63418,0.58749,0.58,0.56739,0.55305,0.53721,0.50221,0.48702,0.47558,0.46401,0.44843,0.44333,0.37597,0.37024,0.3504,0.32574,0.29001,0.28329,0.25959,0.22954,0.22918,0.2276,0.22475,0.21511,0.20739,0.20592,0.17518,0.1511,0.11031,0.081212,0.066631,0.053799,0.0037466,0.0019548
Inf,0.92027,0.39056,0.77089,0.24846,0.97649,0.0073708,0.90066,0.26933,0.71232,0.83813,0.74167,0.6262,0.058501,0.66447,0.40579,0.46281,0.66011,0.88004,0.88114,0.96496,0.65551,0.81659,0.43148,0.25659,0.76036,0.013319,0.19561,0.63915,0.099151,0.65596,0.57338,0.11945,0.43051,0.89288,0.0050622,0.88142,0.50913,0.45507,0.15606,0.75698,0.98183,0.38702,0.040602,0.40651,0.44788,0.91341,0.63554,0.75456,0.69018
0.92027,Inf,0.19776,0.25899,0.41602,0.50959,0.22137,0.84421,0.22573,0.90592,0.83584,0.62287,0.76518,0.26772,0.2976,0.52271,0.10447,0.52529,0.26417,0.0096856,0.60089,0.44287,0.82747,0.52061,0.1669,0.63349,0.88572,0.8385,0.036455,0.88598,0.25888,0.69407,0.49483,0.39832,0.9887,0.92389,0.34973,0.014767,0.35207,0.87233,0.95982,0.25742,0.87517,0.09639,0.20958,0.42371,0.15864,0.16795,0.13858,0.16869
0.39056,0.19776,Inf,0.53876,0.74168,0.19196,0.42222,0.61852,0.43653,0.47785,0.62702,0.31517,0.082403,0.91298,0.72064,0.96808,0.20658,0.53354,0.6795,0.57188,0.68863,0.70231,0.76012,0.13407,0.8508,0.54875,0.52825,0.012372,0.37926,0.34549,0.32382,0.35276,0.22295,0.20849,0.75541,0.51284,0.71945,0.08211,0.69426,0.6686,0.16291,0.65547,0.64597,0.017093,0.91258,0.29594,0.6987,0.58888,0.6686,0.82464
0.77089,0.25899,0.53876,Inf,0.64576,0.76255,0.47506,0.11948,0.87949,0.60402,0.89374,0.46637,0.084294,0.38193,0.41887,0.69269,0.643,0.90432,0.72098,0.6962,0.40351,0.8973,0.2691,0.96955,0.43623,0.72621,0.48504,0.048717,0.69995,0.66498,0.076039,0.18086,0.15697,0.7463,0.11416,0.88929,0.46837,0.54559,0.34622,0.45889,0.067207,0.64225,0.77936,0.68107,0.042656,0.34883,0.76513,0.56364,0.45144,0.24439
0.24846,0.41602,0.74168,0.64576,Inf,0.72448,0.96422,0.37785,0.5873,0.35934,0.25712,0.45087,0.089241,0.96161,0.95778,0.12632,0.89263,0.93582,0.065304,0.5824,0.82623,0.37831,0.56643,0.61324,0.44366,0.60269,0.65065,0.077079,0.93466,0.22718,0.62061,0.92715,0.73203,0.71901,0.42884,0.49209,0.83427,0.67046,0.45985,0.9054,0.24484,0.66049,0.4342,0.96054,0.64733,0.89856,0.99267,0.77541,0.36633,0.93282
0.97649,0.50959,0.19196,0.76255,0.72448,Inf,0.086874,0.20256,0.98598,0.43944,0.45992,0.61799,0.38978,0.28827,0.76384,0.54282,0.7567,0.1213,0.65523,0.65147,0.85479,0.69707,0.29279,0.38293,0.85451,0.91793,0.54337,0.61135,0.83876,0.57476,0.25307,0.37261,0.54993,0.80731,0.85031,0.26542,0.80063,0.34207,0.15909,0.41317,0.21039,0.77931,0.16811,0.49018,0.89404,0.16135,0.88515,0.52994,0.18865,0.31863
0.0073708,0.22137,0.42222,0.47506,0.96422,0.086874,Inf,0.2148,0.48703,0.59525,0.26081,0.63473,0.71165,0.1032,0.071689,0.36981,0.87741,0.34418,0.39151,0.87367,0.52809,0.050985,0.15173,0.088623,0.26278,0.080102,0.41493,0.89545,0.92033,0.37257,0.75758,0.41518,0.18545,0.28343,0.97665,0.05407,0.85199,0.89912,0.71414,0.13721,0.52522,0.78034,0.68527,0.60261,0.63032,0.88396,0.15323,0.41566,0.45774,0.64319
0.90066,0.84421,0.61852,0.11948,0.37785,0.20256,0.2148,Inf,0.67087,0.66031,0.76919,0.97782,0.1093,0.56504,0.4823,0.20478,0.11217,0.20582,0.60812,0.78073,0.71492,0.12975,0.097531,0.32027,0.28456,0.55865,0.23684,0.59286,0.47316,0.56062,0.40434,0.90524,0.9148,0.66321,0.71346,0.52174,0.67919,0.68163,0.51169,0.22873,0.58302,0.72092,0.6012,0.30779,0.17066,0.4938,0.096234,0.68281,0.24212,0.67677
0.26933,0.22573,0.43653,0.87949,0.5873,0.98598,0.48703,0.67087,Inf,0.28895,0.070521,0.013824,0.082375,0.40537,0.54122,0.02747,0.65112,0.3791,0.32043,0.46981,0.58428,0.24206,0.85546,0.17725,0.63408,0.64841,0.37281,0.92112,0.8924,0.28658,0.95859,0.64367,0.94056,0.48671,0.59668,0.085072,0.25095,0.57553,0.63315,0.602,0.30424,0.58212,0.29763,0.12541,0.99382,0.22721,0.18863,0.88288,0.69894,0.058785
