0.034327,0.051403,0.10878,0.10952,0.12586,0.23934,0.24463,0.26061,0.29396,0.31285,0.35453,0.37264,0.37643,0.38709,0.4234,0.43014,0.44448,0.4478,0.47368,0.48411,0.49336,0.53483,0.53562,0.54922,0.57856,0.58265,0.59396,0.60538,0.67333,0.68199,0.68554,0.69015,0.71485,0.752,0.7988,0.80237,0.80398,0.83506,0.86605,0.87095,0.87416,0.87618,0.89943,0.8996,0.90874,0.928,0.97237,0.97258,0.9901,0.99502
0.96567,0.9486,0.89122,0.89048,0.87414,0.76066,0.75537,0.73939,0.70604,0.68715,0.64547,0.62736,0.62357,0.61291,0.5766,0.56986,0.55552,0.5522,0.52632,0.51589,0.50664,0.46517,0.46438,0.45078,0.42144,0.41735,0.40604,0.39462,0.32667,0.31801,0.31446,0.30985,0.28515,0.248,0.2012,0.19763,0.19602,0.16494,0.13395,0.12905,0.12584,0.12382,0.10057,0.1004,0.091259,0.071996,0.027634,0.027418,0.0099029,0.0049753
Inf,0.19794,0.49951,0.44661,0.61581,0.24466,0.87896,0.80181,0.031396,0.5046,0.78734,0.75856,0.69511,0.42946,0.94966,0.84948,0.87987,0.6528,0.54142,0.7407,0.41385,0.53652,0.38358,0.35284,0.10196,0.92675,0.72417,0.15161,0.34579,0.76722,0.079268,0.66757,0.56569,0.98789,0.79226,0.12444,0.12766,0.18448,0.64959,0.02619,0.85848,0.96679,0.092508,0.31832,0.16266,0.63567,0.37165,0.049862,0.11996,0.61403
0.19794,Inf,0.014905,0.68066,0.33407,0.18981,0.5296,0.96276,0.49644,0.9907,0.97477,0.18338,0.17228,0.55563,0.11752,0.67047,0.29337,0.95238,0.80259,0.98418,0.74113,0.45941,0.90981,0.061147,0.018959,0.773,0.1007,0.76137,0.89928,0.97186,0.31142,0.94249,0.82476,0.0023918,0.50733,0.93879,0.47179,0.52848,0.9095,0.69048,0.71722,0.69532,0.51822,0.14865,0.11506,0.39531,0.87097,0.49524,0.69529,0.64291
0.49951,0.014905,Inf,0.76156,0.73296,0.73709,0.1116,0.37786,0.7939,0.26853,0.40437,0.84668,0.78812,0.32973,0.74385,0.8797,0.51799,0.57696,0.52928,0.8195,0.21393,0.46682,0.20933,0.81925,0.36167,0.040688,0.071871,0.27294,0.92272,0.24663,0.11216,0.67857,0.32205,0.39362,0.59042,0.87788,0.65303,0.7361,0.34871,0.40618,0.70593,0.92889,0.29777,0.82933,0.0085138,0.99184,0.70443,0.70391,0.077515,0.45797
0.44661,0.68066,0.76156,Inf,0.64379,0.28253,0.076223,0.58125,0.97567,0.10452,0.8524,0.84234,0.0027825,0.55826,0.81776,0.76748,0.074254,0.32356,0.0095528,0.18415,0.55264,0.31187,0.36045,0.77088,0.76896,0.97413,0.23647,0.76142,0.94602,0.98386,0.93157,0.92872,0.60817,0.059183,0.26486,0.03832,0.53788,0.48505,0.43259,0.35911,0.67614,0.87683,0.65211,0.3603,0.39569,0.05993,0.30066,0.01775,0.98227,0.14061
0.61581,0.33407,0.73296,0.64379,Inf,0.45774,0.17756,0.61552,0.31371,0.3632,0.32277,0.32591,0.43446,0.81336,0.02836,0.11497,0.46146,0.21355,0.23646,0.030878,0.66796,0.47876,0.59643,0.59093,0.068182,0.41017,0.051385,0.55128,0.36863,0.50603,0.25873,0.66145,0.86199,0.31413,0.35964,0.34342,0.13806,0.19413,0.51972,0.34372,0.97434,0.082457,0.69555,0.53239,0.32504,0.35712,0.6847,0.75903,0.93358,0.12556
0.24466,0.18981,0.73709,0.28253,0.45774,Inf,0.05761,0.89454,0.10745,0.029713,0.59088,0.81564,0.52717,0.66164,0.18323,0.58249,0.57843,0.45894,0.17526,0.41972,0.90295,0.60638,0.0044538,0.88846,0.7741,0.9251,0.017655,0.84178,0.29473,0.39689,0.44999,0.62113,0.81995,0.78754,0.52051,0.8369,0.7299,0.64429,0.83532,0.088788,0.67655,0.13548,0.20697,0.37214,0.46381,0.078181,0.987,0.50424,0.66038,0.64123
0.87896,0.5296,0.1116,0.076223,0.17756,0.05761,Inf,0.47307,0.81286,0.92773,0.17985,0.75976,0.75436,0.34547,0.92872,0.20274,0.23677,0.23685,0.24598,0.51443,0.28928,0.93489,0.52623,0.25163,0.8388,0.76581,0.69266,0.69677,0.066649,0.73453,0.88907,0.97361,0.094167,0.85236,0.91471,0.34062,0.48666,0.098814,0.57749,0.42484,0.28751,0.81932,0.73509,0.31327,0.28792,0.51382,0.84669,0.1808,0.5641,0.57911
0.80181,0.96276,0.37786,0.58125,0.61552,0.89454,0.47307,Inf,0.18483,0.60296,0.39292,0.39096,0.18461,0.73491,0.43095,0.62946,0.94206,0.12881,0.4367,0.81031,0.11901,0.77303,0.55402,0.15544,0.43054,0.47102,0.932,0.91877,0.77394,0.75757,0.67749,0.93129,0.397,0.58916,0.55268,0.56498,0.78524,0.96548,0.26153,0.99015,0.22488,0.60437,0.42768,0.96239,0.52286,0.055818,0.16155,0.71869,0.45484,0.76306
