0.95423,0.26225,0.80281,0.46956,0.50183,0.015478,0.98258,0.76984,0.98855,0.84682,0.59217,0.058132,0.67752,0.15097,0.33488,0.06386,0.79558,0.18227,0.7849,0.024268,0.35767,0.66475,0.81157,0.031566,0.6022,0.35175,0.5899,0.6262,0.2593,0.93516,0.84268,0.69409,0.95337,0.17574,0.10038,0.62773,0.71648,0.97949,0.99403,0.050204,0.56452,0.27071,0.57346,0.38391,0.56173,0.85784,0.80459,0.062443,0.29402,0.85566
0.97204,0.94402,0.91534,0.90204,0.8711,0.8448,0.82978,0.82152,0.81014,0.789,0.76399,0.74388,0.73425,0.68923,0.68439,0.68185,0.65103,0.61452,0.60587,0.59468,0.57384,0.55128,0.54975,0.52954,0.51349,0.49961,0.48468,0.3996,0.39934,0.35917,0.35605,0.34796,0.33146,0.32912,0.23833,0.2325,0.18363,0.1714,0.15532,0.1289,0.11278,0.098684,0.075942,0.075161,0.049977,0.048494,0.03961,0.037756,0.037589,0.029607
Inf,0.48373,0.48537,0.061389,0.052358,0.22177,0.21033,0.28775,0.25269,0.33057,0.083463,0.16141,0.31977,0.42955,0.43693,0.31086,0.0044576,0.2441,0.39915,0.41394,0.26216,0.28708,0.33765,0.27429,0.48461,0.41049,0.34051,0.064918,0.033377,0.42009,0.44823,0.16524,0.47267,0.28649,0.47596,0.10765,0.037509,0.34017,0.4082,0.43035,0.42965,0.013291,0.18293,0.12654,0.41326,0.35712,0.28577,0.39217,0.21746,0.42623
0.48373,Inf,0.23758,0.020246,0.014772,0.12181,0.25326,0.37802,0.13738,0.012931,0.021868,0.32486,0.45363,0.0044341,0.46243,0.18985,0.46483,0.24407,0.15469,0.37298,0.288,0.36083,0.05845,0.073187,0.073224,0.081892,0.41809,0.27396,0.22045,0.083447,0.20162,0.35425,0.016191,0.036401,0.36336,0.26844,0.21134,0.32465,0.22371,0.30696,0.13123,0.30006,0.36416,0.4214,0.41739,0.13489,0.21349,0.25635,0.14441,0.28504
0.48537,0.23758,Inf,0.093411,0.19161,0.17768,0.043375,0.3982,0.43976,0.39828,0.23126,0.24199,0.20274,0.39873,0.02971,0.45473,0.26589,0.36806,0.34639,0.06823,0.14457,0.14726,0.37546,0.28531,0.061005,0.041971,0.2698,0.20657,0.37448,0.043691,0.43596,0.24791,0.2819,0.18899,0.042582,0.085674,0.29239,0.13989,0.064459,0.32222,0.32746,0.32297,0.067915,0.14683,0.20587,0.28658,0.023157,0.24774,0.43002,0.19607
0.061389,0.020246,0.093411,Inf,0.23484,0.41754,0.47501,0.44388,0.12505,0.29344,0.44403,0.39434,0.39444,0.324,0.028811,0.1043,0.097724,0.31443,0.47199,0.054185,0.18526,0.19794,0.4154,0.24567,0.072217,0.49725,0.49196,0.12529,0.41883,0.25697,0.24422,0.00072395,0.11124,0.36125,0.35986,0.42031,0.26579,0.30103,0.43012,0.23975,0.040292,0.20527,0.21286,0.1499,0.14493,0.39758,0.010241,0.3666,0.37554,0.081379
0.052358,0.014772,0.19161,0.23484,Inf,0.12941,0.35753,0.0761,0.17613,0.24545,0.3034,0.10742,0.38287,0.049455,0.21009,0.11594,0.086165,0.14884,0.46341,0.25601,0.47369,0.265,0.048149,0.29439,0.45288,0.41203,0.48683,0.049192,0.28169,0.05509,0.36565,0.26151,0.33658,0.079254,0.42861,0.14104,0.18197,0.42391,0.4306,0.38752,0.49293,0.22426,0.0023574,0.17737,0.089043,0.46579,0.49999,0.41884,0.47313,0.18926
0.22177,0.12181,0.17768,0.41754,0.12941,Inf,0.036101,0.33264,0.40042,0.32751,0.25837,0.3315,0.025679,0.12388,0.12854,0.036753,0.49357,0.28412,0.30342,0.065153,0.05785,0.19185,0.27727,0.3534,0.34266,0.31797,0.21349,0.11301,0.3127,0.44516,0.21432,0.41831,0.18537,0.10936,0.19234,0.17747,0.12235,0.48176,0.17367,0.21087,0.18296,0.45417,0.24999,0.21606,0.41155,0.46788,0.074382,0.08936,0.33005,0.018153
0.21033,0.25326,0.043375,0.47501,0.35753,0.036101,Inf,0.022026,0.39785,0.021666,0.17241,0.031911,0.29368,0.33054,0.02938,0.097425,0.041109,0.21039,0.10147,0.43539,0.09064,0.026066,0.28989,0.073047,0.25775,0.17491,0.066219,0.10651,0.10946,0.18571,0.17192,0.12854,0.24993,0.43782,0.17211,0.31232,0.15391,0.21985,0.012216,0.14028,0.087233,0.33375,0.36035,0.097784,0.01996,0.18491,0.013296,0.45965,0.38056,0.4289
0.28775,0.37802,0.3982,0.44388,0.0761,0.33264,0.022026,Inf,0.32742,0.42309,0.46863,0.41562,0.41447,0.13189,0.23168,0.12594,0.26806,0.19596,0.42899,0.37552,0.39234,0.46206,0.11198,0.46582,0.042678,0.24362,0.1735,0.034265,0.43286,0.00011527,0.08247,0.1576,0.17545,0.22613,0.25376,0.042144,0.1124,0.4448,0.37576,0.39863,0.035353,0.35479,0.23364,0.12044,0.11003,0.35938,0.3877,0.089996,0.3738,0.46366
0.25269,0.13738,0.43976,0.12505,0.17613,0.40042,0.39785,0.32742,Inf,0.3327,0.084841,0.16859,0.23679,0.12939,0.49884,0.39728,0.29325,0.044507,0.358,0.42147,0.4996,0.41517,0.12536,0.4118,0.10973,0.42979,0.37451,0.073241,0.49956,0.33072,0.10556,0.14152,0.1693,0.0557,0.085702,0.15959,0.49657,0.40105,0.051048,0.040902,0.10379,0.13171,0.11813,0.47831,0.25049,0.3786,0.022422,0.057017,0.17575,0.41734
0.33057,0.012931,0.39828,0.29344,0.24545,0.32751,0.021666,0.42309,0.3327,Inf,0.28745,0.32279,0.378,0.46751,0.40118,0.47137,0.077735,0.41172,0.14822,0.24077,0.37192,0.27198,0.10475,0.22666,0.36517,0.33252,0.35355,0.24739,0.13221,0.04958,0.36567,0.21508,0.25137,0.039571,0.4513,0.0941,0.29187,0.44283,0.41743,0.18682,0.25686,0.40884,0.46572,0.078728,0.22626,0.1227,0.077187,0.43948,0.063358,0.33367
0.083463,0.021868,0.23126,0.44403,0.3034,0.25837,0.17241,0.46863,0.084841,0.28745,Inf,0.17177,0.37024,0.38438,0.17002,0.10531,0.18828,0.49626,0.043584,0.11929,0.1992,0.34385,0.24111,0.23589,0.25271,0.10447,0.29751,0.066763,0.38418,0.40712,0.021281,0.102,0.44859,0.25519,0.16942,0.040269,0.051485,0.41895,0.22694,0.18296,0.13406,0.11828,0.3063,0.30655,0.17969,0.1313,0.030271,0.032005,0.43662,0.14147
0.16141,0.32486,0.24199,0.39434,0.10742,0.3315,0.031911,0.41562,0.16859,0.32279,0.17177,Inf,0.28953,0.44586,0.037256,0.24319,0.12196,0.079911,0.40323,0.067335,0.39988,0.016017,0.2779,0.11925,0.13591,0.23639,0.14,0.46406,0.48353,0.4678,0.20798,0.11982,0.25164,0.43987,0.38586,0.41052,0.42113,0.44551,0.49235,0.17655,0.43809,0.28047,0.020966,0.31917,0.38908,0.1019,0.11941,0.14609,0.28567,0.11673
0.31977,0.45363,0.20274,0.39444,0.38287,0.025679,0.29368,0.41447,0.23679,0.378,0.37024,0.28953,Inf,0.34719,0.066641,0.44257,0.1229,0.28584,0.083616,0.41293,0.048315,0.39286,0.087415,0.034369,0.29947,0.33967,0.33045,0.21413,0.31362,0.096984,0.14814,0.16883,0.48453,0.29831,0.21663,0.36705,0.45475,0.1543,0.054805,0.40324,0.30497,0.20286,0.34672,0.34699,0.31833,0.17386,0.2636,0.15509,0.27535,0.34187
0.42955,0.0044341,0.39873,0.324,0.049455,0.12388,0.33054,0.13189,0.12939,0.46751,0.38438,0.44586,0.34719,Inf,0.45826,0.24619,0.025315,0.25102,0.41809,0.34183,0.22094,0.23683,0.2261,0.48874,0.0071936,0.15421,0.41084,0.082619,0.26688,0.18592,0.21432,0.20935,0.14718,0.41982,0.39953,0.45025,0.070624,0.0029908,0.021584,0.1545,0.47774,0.13085,0.033719,0.23508,0.10795,0.28066,0.35281,0.29246,0.36909,0.10601
